Operation,Line Number*,Type,Buyer Item Number,Supplier Item Number*,Short Name*,Item Description*,UNSPSC**,Category ID**,Is Active*,Keywords,Lead Time (in Days)*,Currency Code*,Price*,UOM*,Organization Entity,Item specification,Supported UOM,Conversion Factors For Supported UOM WRT UOM**,Price Per Supported UOM**,Manufacturer,Manufacturer Part Number,Manufacturer Model Number,Minimum Order Quantity,Maximum Order Quantity,Banding,Is Tax Exempt,Contract Number,Contract Line Number,Start Date*,End Date*,GTIN,Image Name,Image URL
"","9306","Material","108527","108527","BUCKETWRINGER,35QT,SIDEPRESS,","A higher back for comfortable wringing with lower front for reduced back strain. The large capacity sidepresssqueeze wringer accommodates mops from 12 to 32 oz. Embossed, permanent graduation marks make for convenient measuring of water and solution. Capacity Range Volume Min 12 oz Capacity Range Volume Max 32 oz Diameter 18 Materials Plastic.   Global Product Type BucketsWringersCombo   Capacity Range Volume Min 12 oz   Capacity Range Volume Max 32 oz   Diameter 18   Materials Plastic   Colors Yellow   Wringer SidePress Wringer   Suggested Use Floor Care   CasterGlideWheel Type NonMarking  Width 13.25quot  Depth 10.25quot  Height 14.5quot  PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","BUCKET/WRINGER,35QT,SIDEPRESS,YELLO,108527,108527,Impact Products ,,0,64","1","USD","50.710","EA","","","EA","1","50.710","Impact Products","7Y/2636-3Y","","1","999999","","No","","","03/31/2023","12/31/2099","","108527.jpg","https://www.nacorporation.com/ItemImages/Summit/108527.jpg"
"","9310","Material","108572","108572","GLOVES,NITRILE,LG,POWDER FREE,","Nitrile Gloves are the perfect compromise between latex and vinyl. Nitrile is made from an allergy safe compound that feels a lot like latex but its much stronger, costs less, and is more comfortable to wear. Nitrile is perfect for demanding applications, especially cleaning and dishwashing.  Powder No Material Nitrile Size Large QtyCs 100 Manufacturer Safety Zone","","","Yes","GLOVES,NITRILE,LG,POWDER FREE,BLACK,108572,GNPR-LG-BK,Safety Zone,,153,100,Large","1","USD","3.480","BX","","","BX","1","3.480","Safety Zone","GNPR-LG-BK","","1","999999","","No","","","02/28/2023","12/31/2099","","108572.jpg","https://www.nacorporation.com/ItemImages/Summit/108572.jpg"
"","9311","Material","108636","108636","COVER,BOOT,POLY,CLEAR,16,XL","","","","Yes","","1","USD","91.470","CS","","","CS","1","91.470","Safety Zone","BPD5-XL-5E","","1","999999","","No","","","03/31/2023","12/31/2099","","108636.jpg","https://www.nacorporation.com/ItemImages/Summit/108636.jpg"
"","9312","Material","108667","108667","SOAP,HAND,FOAM,ED,GRNCRT,2000M","","","HAND CLEANERS AND DISPENSERS","Yes","SOAP,HAND,FOAM,ED,GRNCRT,2000ML,FMX,108667,,Gojo,,0,100,XL","1","USD","22.620","CS","","","CS","1","22.620","Go-Jo Industries Inc","5212-02","","1","999999","","No","","","12/28/2021","12/31/2099","","",""
"","9319","Material","109311","109311","REMOVER,ADHESIVE,LIFTOFF,32OZ","LowVOC formula removes chewing gum, adhesives, labels, tapes, crayon, and candle wax from clothing, carpet, fabric, vinyl and virtually any hard surface. Application Adhesive Remover Applicable Material Ceramics CementConcrete Enamel Fabric Glass Linoleum Metal Paper Plastic Vinyl Wood Dirt Types Adhesive Crayon Food Debris Gum LabelsStickers Lipstick OilBased Soil Organic Matter Pencil Tape Tar Wax Scent Unscented.   Global Product Type Cleaners  DetergentsAdhesive Remover   Application Adhesive Remover   Applicable Material Ceramics CementConcrete Enamel Fabric Glass Linoleum Metal Paper Plastic Vinyl Wood   Dirt Types Adhesive Crayon Food Debris Gum LabelsStickers Lipstick OilBased Soil Organic Matter Pencil Tape Tar Wax   Scent Unscented   Physical Form Liquid   Packing Type Pour Bottle   Capacity Volume 32 oz   Package Includes Includes six bottles  PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITORIAL/CLEANING CHEMICALS","Yes","Adhesive Remover,Cleaners &amp; Detergents-Adhesive Remover","1","USD","59.160","CS","","","CS","1","59.160","Essendant","MOT40703","","1","999999","","No","","","01/10/2020","12/31/2099","","109311.JPG","https://www.nacorporation.com/ItemImages/Essendant/109311.JPG"
"","9325","Material","110838","110838","PADS,FLOOR,TRAPEZOID,TRIZACT,B","","","JANITOR CARTS AND ACCESSORIES","Yes","PADS,FLOOR,TRAPEZOID,TRIZACT,BLUE;,110838,86020,3M,,0,1,20 Cubic Feet/600 lbs.","1","USD","144.110","BX","","","BX","1","144.110","3M Commercial Care","7100135857","","1","999999","","No","","","01/06/2023","12/31/2099","","110838.jpg","https://www.nacorporation.com/ItemImages/Summit/110838.jpg"
"","9326","Material","110864","110864","REMOVER,ADHESIVE,GOO GONE,12OZ","Say goodbye to gummy, greasy, gooey problems. Dripfree gel clings securely to the stain without harming the surface below. Combines scientific technology with the power of citrus to safely remove adhesives, gum, tar, crayon, scuff marks, wax and sap. Excellent for use on hard nonporous surfaces, as well as carpeting, upholstery, clothing and more. Application Nonporous Hard Surfaces Walls Carpet Upholstery Clothing Furniture Boats Automobiles Applicable Material Glass Plastic Metal Tile Wood Ceramic Fiberglass Cloth Carpeting Chemical Compound Hydrotreated light distillates dLimonene Tripropyleneglycol methyl ether Dirt Types Adhesives Tar Gum Grease Crayon Glue Lipstick Oil Permanent Marker Tree Sap.   Global Product Type Cleaners  DetergentsGumWax Remover   Application Nonporous Hard Surfaces Walls Carpet Upholstery Clothing Furniture Boats Automobiles   Applicable Material Glass Plastic Metal Tile Wood Ceramic Fiberglass Cloth Carpeting   Chemical Compound Hydrotreated light distill","","JANITORIAL/CLEANING CHEMICALS","Yes","Cleaners &amp; Detergents-Gum/Wax Remover,Non-porous Hard Surfaces; Walls; Carpet; Upholstery; Clothing; Furniture; Boats; Automobiles","1","USD","35.860","CS","","","CS","1","35.860","Essendant","WMN2096","","1","999999","","No","","","03/31/2023","12/31/2099","","110864.JPG","https://www.nacorporation.com/ItemImages/Essendant/110864.JPG"
"","9335","Material","112759","112759","AIR FRESHENER,AUTOFRESH,OCEAN ","Standard Aerosol System offers automatic odor control for every budget. Refills contain Microtrans  odor neutralizer. Refills offer effective odor control for 30 to 168 days.   Size 7 oz Fragrance Ocean Breeze QtyCs 12 Manufacturer Rubbermaid","","JANITOR CARTS AND ACCESSORIES","Yes","AIR FRESHENER,AUTOFRESH,OCEAN BREEZ,112759,FG4015471,Rubbermaid,,290,12,7 oz","1","USD","65.100","CS","","","CS","1","65.100","NEWELL BRANDS DISTRIBUTION,LLC","FG4015471","","1","999999","","No","","","04/26/2022","12/31/2099","","112759.jpg","https://www.nacorporation.com/ItemImages/Summit/112759.jpg"
"","9337","Material","113258","113258","BRUSH,DETAIL,7,BRASSFILL,BLAC"," ARA number 41514","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","10.530","CS","","","CS","1","10.530","CARLISLE","4127000","","1","999999","","No","","","01/06/2023","12/31/2099","","113258.jpg","https://www.nacorporation.com/ItemImages/Summit/113258.jpg"
"","9338","Material","113268","113268","RESTROOM CLEANER,EMEREL PLUS,C","","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","48.930","CS","","","CS","1","48.930","Diversey","94496138","","1","999999","","No","","","03/31/2023","12/31/2099","","113268.jpg","https://www.nacorporation.com/ItemImages/Summit/113268.jpg"
"","9339","Material","113502","113502","DISPENSER,SEAT CVR,12 FLD,CLA","","","PERSONAL PAPER PRODUCTS","Yes","","1","USD","25.820","EA","","","EA","1","25.820","Bobrick","221","","1","999999","","No","","","06/13/2022","12/31/2099","","113502.jpg","https://www.nacorporation.com/ItemImages/Summit/113502.jpg"
"","9340","Material","114110","114110","DISPENSER,SEAT CVR,12 FLD,SAF","","","PERSONAL PAPER PRODUCTS","Yes","11 3/4,11.75,16 3/8,16.38,Black,Plastic,Toilet Seat Cover Dispensers","1","USD","11.200","EA","","","EA","1","11.200","Georgia-Pacific","57748","","1","999999","","No","","","01/31/2023","12/31/2099","","114110.jpg","https://www.nacorporation.com/ItemImages/Summit/114110.jpg"
"","9348","Material","117519","117519","DISINFECTANT,ALPHA HP,5L RTD","Allinone, multipurpose cleaner concentrate based on Accelerated Hydrogen Peroxide AHP  technology formulated with low levels of hydrogen peroxide. High productivity cleaning with no rinsing required. Cleans and brightens surfaces safely and easily. Three dilution rates provide a complete cleaning system for hard surfaces and carpet. Not for use on brass or copper. Application AllPurpose Applicable Material Hard NonPorous Surfaces Dirt Types Dirt Grease Grime Oil Organic Matter Smoke Film Soap Scum Scent Citrus.   Global Product Type Cleaners  DetergentsMultipurpose Cleaner   Application AllPurpose   Applicable Material Hard NonPorous Surfaces   Dirt Types Dirt Grease Grime Oil Organic Matter Smoke Film Soap Scum   Scent Citrus   Physical Form Liquid   Packing Type RTD  Bottle   Capacity Volume 5,000 mL   Capacity Volume 5000 mL  Package Includes Includes one 5liter RTD  bottle.  Compliance Standards EPA Reg. No. 7062762 EPA List N  PreConsumer Recycled Content Percent 0  PostConsumer R","","JANITORIAL/CLEANING CHEMICALS","Yes","All-Purpose,Cleaners &amp; Detergents-Multipurpose Cleaner","1","USD","71.000","CS","","","CS","1","71.000","Diversey","5549271","","1","999999","","No","","","03/31/2023","12/31/2099","","117519.JPG","https://www.nacorporation.com/ItemImages/Essendant/117519.JPG"
"","9349","Material","117555","117555","RESTROOM CLEANER,CREW,FOAMING","Powerful, acid cleaner. Foam provides increased dwell time on vertical surfaces. Removes soap scum and hard water deposits from restroom surfaces. Use only on acidresistant surfaces.   Size 32oz Dilution RTU QtyCs 12 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","41.150","CS","","","CS","1","41.150","Diversey","95325322","","1","999999","","No","","","03/31/2023","12/31/2099","","117555.jpg","https://www.nacorporation.com/ItemImages/Summit/117555.jpg"
"","9350","Material","117920","117920","DEGREASER,SIMPLE GREEN,24OZ","A powerful allpurpose cleaner and degreaser that provides a safer alternative to other cleaners, bleaches and solvents. The trusted formula is nonabrasive and noncorrosive, and is recognized by the U.S. EPAs Safer Choice Program. Safe for all washable surfaces, Simple Green can be used to remove heavy dirt, grease, food residue and stains from any washable surface including countertops, sinks, tile, carpet, flooring, upholstery and more. The costeffective concentrate can be used manually or in cleaning equipment such as floor scrubbers, dip tanks, carpet extractors, pressure washers, parts washers, steam extractors and foamers. It easily cuts through tough grease, oils, cutting fluids, builtup grime and residue on equipment, engines, machinery, vehicles and manufactured parts, making it ideal for a wide range of industries including janitorial, manufacturing, MRO, food processing, mining, automotive, transportation and engineering. Application DegreaserCleaner Applicable Material Carpe","","JANITORIAL/CLEANING CHEMICALS","Yes","Cleaners &amp; Detergents-Degreaser/Cleaner,Degreaser/Cleaner","1","USD","69.710","CS","","","CS","1","69.710","Essendant","SMP13012CT","","1","999999","","No","","","04/02/2022","12/31/2099","","117920.JPG","https://www.nacorporation.com/ItemImages/Essendant/117920.JPG"
"","9351","Material","118224","118224","WIPE,STAINLESS STEEL,CLAIRE,40","  Size 40 Ct QtyCs 6 containers of 40 wipes Manufacturer Claire ","","JANITORIAL/CLEANING CHEMICALS","Yes","WIPE,STAINLESS STEEL,CLAIRE,40CT,118224,CL993,Claire ,,278,40 Ct,6 containers of 40 wipes","1","USD","62.880","CS","","","CS","1","62.880","Claire Manufacturing","CL993","","1","999999","","No","","","02/28/2023","12/31/2099","","118224.jpg","https://www.nacorporation.com/ItemImages/Summit/118224.jpg"
"","9352","Material","119018","119018","PADS,FLOOR,20,AQUA,3100,3M","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","17.710","CS","","","CS","1","17.710","3M Commercial Care","61500045812","","1","999999","","No","","","01/06/2023","12/31/2099","","119018.jpg","https://www.nacorporation.com/ItemImages/Summit/119018.jpg"
"","9353","Material","119064","119064","LID,DOME,BRUTE,55GAL,GRAY","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","101.160","EA","","","EA","1","101.160","NEWELL BRANDS DISTRIBUTION,LLC","FG265788GRAY","","1","999999","","No","","","04/26/2022","12/31/2099","","",""
"","9354","Material","119067","119067","MOP,WET,LOOPED,LARGE,BLUE,5","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","57.090","CS","","","CS","1","57.090","NEWELL BRANDS DISTRIBUTION,LLC","FGA25306BL00","","1","999999","","No","","","04/26/2022","12/31/2099","","",""
"","9355","Material","119106","119106","MOP,WET,LOOPED,MEDIUM,ORANGE,A","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","53.610","CS","","","CS","1","53.610","NEWELL BRANDS DISTRIBUTION,LLC","FGA25206OR00","","1","999999","","No","","","05/01/2022","12/31/2099","","",""
"","9356","Material","119107","119107","MOP,WET,LOOPED,MEDIUM,BLUE,ANT","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","53.610","CS","","","CS","1","53.610","NEWELL BRANDS DISTRIBUTION,LLC","FGA25206BL00","","1","999999","","No","","","05/01/2022","12/31/2099","","",""
"","9357","Material","119500","119500","FRAME,11,FITS HYGEN MICROFIBE","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","163.210","CS","","","CS","1","163.210","NEWELL BRANDS DISTRIBUTION,LLC","FGQ85500BK00","","1","999999","","No","","","05/01/2022","12/31/2099","","",""
"","9359","Material","120826","120826","BUCKETWRINGER,INSERTADPTBLE ","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","37.470","CS","","","CS","1","37.470","NEWELL BRANDS DISTRIBUTION,LLC","2132425","","1","999999","","No","","","05/01/2022","12/31/2099","","",""
"","9361","Material","120828","120828","MOP,MICRFOIBER,18,BLUE,ADAPTA","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","51.560","CS","","","CS","1","51.560","NEWELL BRANDS DISTRIBUTION,LLC","2132427","","1","999999","","No","","","12/30/2022","12/31/2099","","",""
"","9397","Material","128421","128421","RECEPTACLE,WASTE,12 GAL,HALF R","Offers functional litter control in an elegant design. The garbage can has an open top with a vinyl trimmed disposal opening. The trash can is made of firesafe steel. Its wallhugging design is ideal for areas where looks are important and space is limited. The liftoff trash can body makes it easier to empty and has a rigid plastic liner that will not leak. HalfRoundOpen Top Receptacle. Waste Receptacle Type Indoor AllPurpose Waste Bin Materials Steel Application Indoor AllPurpose Waste Disposal Capacity Volume 12 gal.   Global Product Type Waste ReceptaclesIndoor AllPurpose Waste Bins   Waste Receptacle Type Indoor AllPurpose Waste Bin   Materials Steel   Application Indoor AllPurpose Waste Disposal   Capacity Volume 12 gal   Colors Silver Metallic   Color Family Silver   Shape HalfRound Cylinder   Diameter 7quot  Opening Size 7quot dia.  Opening Type Top Hole  Liner Material Plastic  Lid Type Integrated Top  Width 18quot  Depth 9quot  Height 32quot  Special Features HalfRoundOpen Top ","","JANITOR CARTS AND ACCESSORIES","Yes","RECEPTACLE,WASTE,12 GAL,HALF ROUND,128421,,Rubbermaid,,764","1","USD","233.300","EA","","","EA","1","233.300","NEWELL BRANDS DISTRIBUTION,LLC","FGSH12EPLSM","","1","999999","","No","","","04/26/2022","12/31/2099","","128421.JPG","https://www.nacorporation.com/ItemImages/Essendant/128421.JPG"
"","9398","Material","128431","128431","RECEPTACLE,WASTE,12GAL,HALF RN","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","257.810","EA","","","EA","1","257.810","NEWELL BRANDS DISTRIBUTION,LLC","FGSH12EPLTBK","","1","999999","","No","","","04/26/2022","12/31/2099","","128431.jpg","https://www.nacorporation.com/ItemImages/Summit/128431.jpg"
"","9399","Material","128907","128907","FRAME,DUSTMOP,5X60","Features a polymer coating, so they wont crack, chip, or peel, and resists rusting.  Size 5 x 60 Color Silver Material Metal QtyCs 1 Manufacturer Goldenstar","","JANITOR CARTS AND ACCESSORIES","Yes","Dust Mop Frame ,128907,FQC60,Goldenstar,Quick-Change,929,1,5 x 60","1","USD","5.620","EA","","","EA","1","5.620","Golden Star Inc","FQC60","","1","999999","","No","","","11/13/2021","12/31/2099","","128907.jpg","https://www.nacorporation.com/ItemImages/Summit/128907.jpg"
"","9400","Material","129054","129054","BATTERY,AA,DURACELL,PR0CELL,2","Economically packaged in bulk for professional applications and individually datecoded for effective inventory management, the Procell  line is designed for efficiency.  Size AA Grade Procell QtyCs 25 Manufacturer Essendant","","OFFICE SUPPLIES","Yes","BATTERY,AA,DURACELL,PR0-CELL,24PK,129054,DURPC1500BKD,Essendant,,791,25,AA","1","USD","6.850","BX","","","BX","1","6.850","Essendant","DURPC1500BKD","","1","999999","","No","","","07/16/2022","12/31/2099","","129054.jpg","https://www.nacorporation.com/ItemImages/Summit/129054.jpg"
"","9401","Material","129269","129269","DEODORIZER,GOOD SENSE,41 GAL","Residual action odor counteractant that utilizes nonpathogenic bacteria and the enzymes they produce to help remove foul odors caused by urine, feces, blood, vomit, food spills, garbage and grease. Helps prevent clogging of drains. Safe to use on all washable surfaces. Tan in color with a fresh scent.    Size 1 Gallon Fragrance Fresh QtyCs 4 Manufacturer Diversey","","JANITORIAL/CLEANING CHEMICALS","Yes","Odor Eliminator ,129269,4496154,Diversey,Good Sense,291,1 Gallon,4","1","USD","51.270","CS","","","CS","1","51.270","Diversey","94496154","","1","999999","","No","","","03/31/2023","12/31/2099","","129269.jpg","https://www.nacorporation.com/ItemImages/Summit/129269.jpg"
"","9402","Material","129364","129364","CART,HOUSEKEEPING,FULL SIZE,BL","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","1056.210","EA","","","EA","1","1056.210","NEWELL BRANDS DISTRIBUTION,LLC","FG619100BLA","","1","999999","","No","","","05/01/2022","12/31/2099","","129364.jpg","https://www.nacorporation.com/ItemImages/Summit/129364.jpg"
"","9403","Material","129563","129563","SANITIZER,HAND,FOAM,KIMCARE,12","Scott luxury foam sanitizer delivers the quality and innovation you.d expect from the Scott  Brand. Sealed system, to eliminate threat of contamination. High capacity 1200 ml refills. Easy load, cassette clicks into place. Easy recycling once pump is removed.     Size 1200 mL Color None QtyCs 2 Manufacturer KimberlyClark Professional","","HAND CLEANERS AND DISPENSERS","Yes","Pro Moisturizing Foam Hand Sanitizer   ,129563,91590,Kimberly-Clark Professional,Scott?,362,1200 mL,2","1","USD","70.410","CS","","","CS","1","70.410","Kimberly-Clark","91590","","1","999999","","No","","","10/05/2022","12/31/2099","","129563.jpg","https://www.nacorporation.com/ItemImages/Summit/129563.jpg"
"","9404","Material","129580","129580","TRUCK,TILT,1 CUBIC YARD,BLACK,","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","793.030","EA","","","EA","1","793.030","NEWELL BRANDS DISTRIBUTION,LLC","FG9T1600BLA","","1","999999","","No","","","04/26/2022","12/31/2099","","",""
"","9406","Material","130160","130160","CONTAINER,22.5 GAL,SILHOUETTE,","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","490.180","CS","","","CS","1","490.180","NEWELL BRANDS DISTRIBUTION,LLC","FGSR18EPLSM","","1","999999","","No","","","04/26/2022","12/31/2099","","130160.jpg","https://www.nacorporation.com/ItemImages/Summit/130160.jpg"
"","9407","Material","130252","130252","KIT,WALL WASHING,WALUMINUM HA","Designed with a pivoting head for smooth control, wall washer kit allows for hasslefree wall cleaning. Convenient raised rib design works with either side pressure or downward pressure mob wringers without requiring additional adapters. Washable cotton pads are durable for long service life. Pads are easy to attach and remove. Complete kit provides everything you need for clean walls. Application Walls Mop Head Size 9 x 5 Handle Length 60 Mop Head Color White.   Global Product Type MopsWet Pad Kit   Application Walls   Mop Head Size 9 x 5   Mop Head Size 9 x 5   Handle Length 60   Mop Head Color White   Handle Color Gray   Mop Head Material Cotton   Handle Material Aluminum  PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","Mops-Wet Pad Kit,Walls","1","USD","47.120","EA","","","EA","1","47.120","NEWELL BRANDS DISTRIBUTION,LLC","FGS22600GY00","","1","999999","","No","","","04/26/2022","12/31/2099","","130252.JPG","https://www.nacorporation.com/ItemImages/Essendant/130252.JPG"
"","9408","Material","130515","130515","CADDY,MAID,HANDHELD,GRAY","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","91.850","CS","","","CS","1","91.850","NEWELL BRANDS DISTRIBUTION,LLC","FG264900GRAY","","1","999999","","No","","","04/26/2022","12/31/2099","","130515.jpg","https://www.nacorporation.com/ItemImages/Summit/130515.jpg"
"","9405","Material","130052","130052","MAINTAINER,RUBBER,WIWAX,41 GA","A unique blend of detergents, waxes and polymers. Cleans, shines and protects when used on a regular basis. Will not yellow surfaces. Application Floor CleanerDegreaser Applicable Material Vinyl Composition Tile VCT Solid Vinyl Tile SVT Linoleum Sheet Vinyl Laminates SealedFinished Wood Glass Sealed CementConcrete Ceramic Tile Terra Cotta Quarry Tile Dirt Types Dust Food Residue Grease Grime Scuff Marks Soil Spills Scent Unscented.   Global Product Type Cleaners  DetergentsFloor CleanerDegreaser   Application Floor CleanerDegreaser   Applicable Material Vinyl Composition Tile VCT Solid Vinyl Tile SVT Linoleum Sheet Vinyl Laminates SealedFinished Wood Glass Sealed CementConcrete Ceramic Tile Terra Cotta Quarry Tile   Dirt Types Dust Food Residue Grease Grime Scuff Marks Soil Spills   Scent Unscented   Physical Form Liquid   Packing Type Bottle   Capacity Volume 1 gal   PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0   Mor","","JANITORIAL/CLEANING CHEMICALS","Yes","MAINTAINER,RUBBER,WIWAX,4/1 GAL,130052,,Diversey,,370","1","USD","85.650","CS","","","CS","1","85.650","Diversey","94512767","","1","999999","","No","","","03/31/2023","12/31/2099","","130052.jpg","https://www.nacorporation.com/ItemImages/Summit/130052.jpg"
"","9415","Material","132221","132221","MOP,DUST,MICROFIBER,18,GREEN","","","JANITOR CARTS AND ACCESSORIES","Yes","MOP,DUST,MICROFIBER,18,GREEN,132221,,Rubbermaid,,0,144 oz. - Lemon Scent,3,ENVIRONMENTALLY-FRIENDLY","1","USD","73.840","CS","","","CS","1","73.840","NEWELL BRANDS DISTRIBUTION,LLC","FGQ41200GR00","","1","999999","","No","","","05/01/2022","12/31/2099","","132221.jpg","https://www.nacorporation.com/ItemImages/Summit/132221.jpg"
"","9430","Material","134907","134907","DEGREASER,BREAK UP,RTD","Cuts through the toughest greases and food soils with the help of a powerful solventfree degreaser. Cleans easily without the need for scrubbing. Effective on most surfaces, including wood, tile and plastic, but not for use on painted surfaces. Usable in multiple cleaning methods, including foaming, spraying, mopping, brushing and sprayandwipe applications. Application DegreaserCleaner Applicable Material Ceramic Enamel Fiberglass Glass Laminates Metal Plastic Dirt Types Carbon Food Debris Grease Grime OilBased Soil Organic Matter Smoke Film Scent Unscented.   Global Product Type Cleaners  DetergentsDegreaserCleaner   Application DegreaserCleaner   Applicable Material Ceramic Enamel Fiberglass Glass Laminates Metal Plastic   Dirt Types Carbon Food Debris Grease Grime OilBased Soil Organic Matter Smoke Film   Scent Unscented   Physical Form Liquid   Packing Type Bottle   Capacity Volume 1500 mL   PreConsumer Recycled Content Percent 0  PostConsumer Recycled Content Percent 0  Total Recy","","JANITORIAL/CLEANING CHEMICALS","Yes","","1","USD","93.260","CS","","","CS","1","93.260","Diversey","93313117","","1","999999","","No","","","03/31/2023","12/31/2099","","134907_web.jpg","https://www.nacorporation.com/ItemImages/Summit/134907_web.jpg"
"","9434","Material","136269","136269","FLOOR CLEANER,CONQRDUST","Effectively trap and suspend dirty with a dust mop treatment, which holds the dirt until it is released with a quick shake. Leaves no oily residue. Excellent for use on gym floors, resilient flooring, concrete and terrazzo. Leaves behind a pleasant, mild scent. Application Dusting Solution Applicable Material Asphalt Tile CementConcrete Ceramics Cork FinishedSealed Wood Laminates Linoleum Sheet Vinyl Solid Vinyl Tile SVT Terrazzo Vinyl Composition Tile VCT Dirt Types Dander Dust Fingerprints Mites Pollen Smudges Scent Amine.   Global Product Type Cleaners  DetergentsDusting Solution   Application Dusting Solution   Applicable Material Asphalt Tile CementConcrete Ceramics Cork FinishedSealed Wood Laminates Linoleum Sheet Vinyl Solid Vinyl Tile SVT Terrazzo Vinyl Composition Tile VCT   Dirt Types Dander Dust Fingerprints Mites Pollen Smudges   Scent Amine   Physical Form Liquid   Packing Type Aerosol   Capacity Volume 17 oz   PreConsumer Recycled Content Percent 0  PostConsumer Recycled ","","JANITORIAL/CLEANING CHEMICALS","Yes","Cleaners &amp; Detergents-Dusting Solution,Dusting Solution","1","USD","42.620","CS","","","CS","1","42.620","Diversey","904751","","1","999999","","No","","","03/31/2023","12/31/2099","","136269.JPG","https://www.nacorporation.com/ItemImages/Essendant/136269.JPG"
"Update","9436","Material","136456","136456","WIPER,SCRIM,MD,POP,BRAWNY,9.25","  Manufacturer GeorgiaPacific","","PERSONAL PAPER PRODUCTS","Yes","WIPER,SCRIM,MD,POP,BRAWNY,9.25X16.7,136456,,Georgia-Pacific,,191","1","USD","46.750","CS","","","CS","1","46.750","Georgia-Pacific","29050/03","","1","999999","","No","","","04/13/2023","12/31/2099","","136456.jpg","https://www.nacorporation.com/ItemImages/Summit/136456.jpg"
"","9451","Material","138871","138871","HANDLE,MICROFIBER,MOP,HYGEN,58","Lightweight aluminum construction for improved productivity. Onestep connecting mechanism speeds mop assembly and changeover. Userfriendly grip makes handle more comfortable to use.   Size 58 Color Yellow QtyCs 1","","JANITOR CARTS AND ACCESSORIES","Yes","HANDLE,MICROFIBER,MOP,HYGEN,58'',YEL,138871,2253070,Rubbermaid,,930,1,58","1","USD","7.010","EA","","","EA","1","7.010","NEWELL BRANDS DISTRIBUTION,LLC","FGQ75000YL00","","1","999999","","No","","","05/01/2022","12/31/2099","","138871.jpg","https://www.nacorporation.com/ItemImages/Summit/138871.jpg"
"","9454","Material","139614","139614","RUBBER,18,FITS WINDOW SQUEEGE","","","JANITOR CARTS AND ACCESSORIES","Yes","","1","USD","36.370","PK","","","PK","1","36.370","Essendant","UNGRT45","","1","999999","","No","","","03/31/2023","12/31/2099","","139614.jpg","https://www.nacorporation.com/ItemImages/Summit/139614.jpg"
"","9439","Material","136975","136975","DUSTPAN,LOBBY,WBROOM, 12,MET","Spot sweep floors. Telescopic handles adjust to fit worker height. Dust pan opens when base touches floor, closes when lifted never spills contents. Ergonomic handle. Broom stores on handle. Telescopic Handles Adjust 10 for Height PreferenceIncludes SmartColor Decal Kit for colorcoding. Materials Metal with Vinyl Coated Handle Width 12 Handle Length 45 Colors GraySilver.   Global Product Type DustpansHopperBroom Combo   Materials Metal with Vinyl Coated Handle   Width 12   Handle Length 45   Colors GraySilver   Overall Length 45   Package Includes 1 Broom 1 Dust Pan   PreConsumer Recycled Content Percent 0   PostConsumer Recycled Content Percent 0  Total Recycled Content Percent 0  Special Features Telescopic Handles Adjust 10quot for Height PreferenceIncludes SmartColor Decal Kit for colorcoding.,this   More... ","","JANITOR CARTS AND ACCESSORIES","Yes","12,Dustpans-Hopper/Broom Combo,Gray/Silver,Metal with Vinyl Coated Handle,Telescopic Handles Adjust 10 for Height Preference-Includes SmartColor Decal Kit for color-coding.","1","USD","51.330","EA","","","EA","1","51.330","Essendant","UNGEDTBG","","1","999999","","No","","","03/31/2023","12/31/2099","","136975.JPG","https://www.nacorporation.com/ItemImages/Essendant/136975.JPG"
